Type,Address,ZIP,Purchase Amt,Purchase Down %,1st Amount,2nd Amount,CLTV %,Purchase Date,Purchase Type,City,Owner Occ?,Listed for Sale?
CND,30 MAIN ST 6B,11201,2950000,20,2360000,,77,3/18/2022,Market,BROOKLYN,1,0
CND,30 MAIN ST 9C,11201,2400000,10,2159760,,90,8/31/2022,Market,BROOKLYN,1,0
CND,30 MAIN ST 9F,11201,3350000,30,2350000,,68,3/17/2022,Market,BROOKLYN,1,0
CND,30 MAIN ST 11G,11201,3950000,100,,,0,2/16/2022,Market,BROOKLYN,0,0
CND,30 MAIN ST 11F,11201,3350000,30,2350000,,66,2/3/2022,Market Flip,BROOKLYN,0,0
CND,30 MAIN ST PHD,11201,1780000,97,60000,,3,10/13/2022,Market,BROOKLYN,0,0
CND,57 FRONT ST 301,11201,1125000,100,253748,,22,2/10/2022,Market,BROOKLYN,0,0
CND,192 WATER ST 1E,11201,2693000,10,2423430,,67,8/26/2022,Market,BROOKLYN,0,0
CND,200 WATER ST GA,11201,3650000,10,3284635,,91,7/18/2022,Market,BROOKLYN,0,0
CND,200 WATER ST 4C,11201,3350000,28,2400000,,73,8/16/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 2F,11201,900000,20,720000,,76,9/23/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 2I,11201,2650000,30,1855000,,54,2/15/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 2B,11201,1625000,37,1025000,,63,6/28/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 4C,11201,1500000,100,611500,,38,3/1/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 4F,11201,875000,100,,,0,5/23/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 4J,11201,1150000,100,,,1,5/16/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 5B,11201,1375000,91,124548,,8,3/14/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 5O,11201,2300000,25,1725000,,70,7/1/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 6C,11201,1660000,25,1245000,,76,7/25/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 6Q,11201,825000,,,,0,7/1/2022,NonMarket-Family,BROOKLYN,0,0
CND,70 WASHINGTON ST 7A,11201,1685000,61,657621,,39,8/22/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 7F,11201,985000,25,738750,,74,7/6/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 7L,11201,1800000,20,1440000,,75,6/29/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 7T,11201,1115000,20,892000,,73,2/7/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 7V,11201,1940000,40,1164000,,62,12/19/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 8I,11201,1797000,25,1347000,,70,9/19/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 9J,11201,1600000,100,,,0,1/5/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 10L,11201,1850000,20,1480000,,75,8/29/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 11O,11201,2650000,100,,,0,9/1/2022,Market,BROOKLYN,0,0
CND,84 FRONT ST 3A,11201,999000,30,699000,,71,6/16/2022,Market,BROOKLYN,1,0
CND,84 FRONT ST 4E,11201,1315000,30,915000,,71,4/19/2022,Market,BROOKLYN,0,0
CND,85 ADAMS ST 4B,11201,890000,25,667500,,67,9/1/2022,Market,BROOKLYN,0,0
CND,85 ADAMS ST 3D,11201,1475000,100,,,0,8/8/2022,Market,BROOKLYN,0,0
CND,85 ADAMS ST 13C,11201,999900,20,799920,,80,6/16/2022,Market,BROOKLYN,0,0
CND,85 ADAMS ST 12D,11201,1475000,29,1050000,,71,8/17/2022,Market,BROOKLYN,1,0
CND,100 JAY ST 4H,11201,995000,100,,,0,2/7/2022,Market,BROOKLYN,0,0
CND,100 JAY ST 5M,11201,840000,50,421867,,43,4/5/2022,Market,BROOKLYN,1,0
CND,100 JAY ST 6D,11201,750000,20,600000,,77,6/8/2022,Market,BROOKLYN,1,0
CND,100 JAY ST 8E,11201,910000,100,,,0,4/19/2022,Market,BROOKLYN,1,0
CND,100 JAY ST 9E,11201,940000,25,705000,,70,7/18/2022,Market,BROOKLYN,0,0
CND,100 JAY ST 15B,11201,965000,20,772000,,75,2/7/2022,Market,BROOKLYN,0,0
CND,100 JAY ST 17H,11201,2225000,51,1080610,,45,10/14/2022,Market,BROOKLYN,0,0
CND,100 JAY ST 18J,11201,1220000,100,309444,,27,5/4/2022,Market,BROOKLYN,1,0
CND,100 JAY ST 20D,11201,780000,100,,,0,5/17/2022,Market,BROOKLYN,0,0
CND,100 JAY ST 22B,11201,1100000,100,,,0,4/4/2022,Market,BROOKLYN,0,0
CND,100 JAY ST 26D,11201,775000,23,593000,,73,2/2/2022,Market,BROOKLYN,1,0
CND,100 JAY ST 30E,11201,3375000,100,,,0,11/28/2022,Market,BROOKLYN,1,0
CND,79 BRIDGE ST 3E,11201,872000,100,,,0,11/16/2022,Market,BROOKLYN,0,0
CND,206 FRONT ST 4C,11201,1625000,15,1381250,,83,7/22/2022,Market,BROOKLYN,1,0
CND,42 DUFFIELD ST 3A,11201,907500,28,650000,,69,11/10/2022,Market,BROOKLYN,0,0
SFR,190 CONCORD ST,11201,2505000,25,1878750,,77,7/27/2022,Market,BROOKLYN,0,0
CND,306 GOLD ST 4G,11201,655000,62,248900,,35,8/18/2022,Market,BROOKLYN,0,0
CND,306 GOLD ST 9H,11201,770000,20,616000,,74,6/23/2022,Market,BROOKLYN,1,0
CND,306 GOLD ST 10E,11201,925000,25,693750,,72,4/21/2022,Market,BROOKLYN,1,0
CND,306 GOLD ST 10F,11201,905000,100,,,0,6/6/2022,Market,BROOKLYN,0,0
CND,306 GOLD ST 10G,11201,1170000,15,1000000,,82,4/4/2022,Market,BROOKLYN,1,0
CND,306 GOLD ST 15G,11201,1330000,20,1064000,,72,4/29/2022,Market,BROOKLYN,0,0
CND,306 GOLD ST 16B,11201,830000,20,664000,,87,10/18/2022,Market,BROOKLYN,1,0
CND,306 GOLD ST 20D,11201,1195000,100,,,0,1/5/2022,Market,BROOKLYN,0,0
CND,306 GOLD ST 26D,11201,1315000,9,1200069,,88,5/11/2022,Market,BROOKLYN,0,0
CND,306 GOLD ST 27B,11201,745000,30,521500,,68,4/20/2022,Market,BROOKLYN,0,0
CND,306 GOLD ST 28D,11201,1300000,58,550000,,40,1/19/2022,Market,BROOKLYN,1,0
CND,306 GOLD ST 28B,11201,720000,35,470000,,62,1/12/2022,Market,BROOKLYN,1,0
CND,306 GOLD ST 32C,11201,1470000,66,500000,,33,6/16/2022,Market,BROOKLYN,0,0
CND,306 GOLD ST 37G,11201,963000,100,,,0,8/22/2022,Market,BROOKLYN,0,0
CND,306 GOLD ST 40B,11201,765000,59,,,0,10/5/2022,Market,BROOKLYN,1,0
CND,388 BRIDGE ST 38G,11201,1540000,35,1001000,,63,7/29/2022,Market,BROOKLYN,0,0
CND,388 BRIDGE ST 44E,11201,999999,30,699000,,68,7/18/2022,Market,BROOKLYN,0,0
CND,189 SCHERMERHORN ST 4A,11201,960000,52,460000,,48,4/12/2022,Market,BROOKLYN,1,0
CND,189 SCHERMERHORN ST 5J,11201,885000,30,619500,,62,4/12/2022,Market,BROOKLYN,1,0
CND,189 SCHERMERHORN ST 7H,11201,895000,28,647300,,71,8/10/2022,Market,BROOKLYN,0,0
CND,189 SCHERMERHORN ST 10F,11201,815000,21,647200,,72,12/21/2022,Market,BROOKLYN,0,0
CND,189 SCHERMERHORN ST 11B,11201,815000,30,570000,,68,12/21/2022,Market,BROOKLYN,0,0
CND,189 SCHERMERHORN ST 18B,11201,850000,23,658000,,78,6/16/2022,Market,BROOKLYN,1,0
CND,189 SCHERMERHORN ST 20D,11201,780000,36,500000,,63,2/1/2022,Market,BROOKLYN,0,0
CND,319 SCHERMERHORN ST 4C,11217,840000,20,670000,,78,9/7/2022,Market,BROOKLYN,1,0
CND,319 SCHERMERHORN ST 8D,11217,1210000,66,410000,,30,4/18/2022,Market,BROOKLYN,1,0
CND,319 SCHERMERHORN ST 13D,11217,1320000,58,550000,,43,5/11/2022,Market,BROOKLYN,0,0
CND,319 SCHERMERHORN ST 14A,11217,895000,100,,,0,2/16/2022,Market,BROOKLYN,0,0
CND,319 SCHERMERHORN ST 19A,11217,2250000,20,1800000,,75,5/16/2022,Market,BROOKLYN,0,0
CND,53 BOERUM PL 2D,11201,615000,20,492000,,75,4/28/2022,Market,BROOKLYN,0,0
CND,53 BOERUM PL 3B,11201,900000,100,,,0,5/4/2022,Market,BROOKLYN,1,0
CND,53 BOERUM PL 4J,11201,835000,22,650000,,77,7/15/2022,Market,BROOKLYN,0,0
CND,53 BOERUM PL 4H,11201,625000,30,437500,,67,8/1/2022,Market,BROOKLYN,1,0
CND,53 BOERUM PL 7B,11201,1080000,20,864000,,78,5/10/2022,Market,BROOKLYN,1,0
CND,53 BOERUM PL 11J,11201,533500,46,290000,,48,1/4/2022,Market,BROOKLYN,0,0
CND,265 STATE ST 803,11201,965000,30,675500,,67,7/14/2022,Market,BROOKLYN,0,0
CND,265 STATE ST 901,11201,2617000,100,,,0,1/20/2022,Market,BROOKLYN,0,0
CND,265 STATE ST 906,11201,1800000,20,1435000,,73,7/12/2022,Market,BROOKLYN,0,0
CND,265 STATE ST 1207,11201,2580000,30,1806000,,68,6/17/2022,Market,BROOKLYN,1,0
CND,265 STATE ST 1213,11201,2390000,100,,,0,6/27/2022,Market,BROOKLYN,0,0
CND,265 STATE ST 1404,11201,965000,30,675500,,67,8/19/2022,Market,BROOKLYN,0,0
CND,265 STATE ST 1804,11201,4400000,30,3080000,,67,8/31/2022,Market,BROOKLYN,0,0
SFR,75 BOND ST,11217,5500000,68,1749054,,29,5/3/2022,Market,BROOKLYN,1,0
CND,560 STATE ST 9C,11217,1240000,0,1283888,,106,10/20/2022,Market,BROOKLYN,0,0
CND,556 STATE ST 2E-S,11217,990000,20,792000,,75,4/5/2022,Market,BROOKLYN,0,0
CND,556 STATE ST 3F-S,11217,825000,20,660000,,75,4/29/2022,Market,BROOKLYN,1,0
CND,253 PACIFIC ST 1,11201,3025000,20,2420000,,65,4/4/2022,Market,BROOKLYN,0,0
CND,349 PACIFIC ST 4,11217,1060000,72,300653,,27,9/19/2022,Market,BROOKLYN,1,0
CND,440 ATLANTIC AVE 3B,11217,1220000,10,1097878,,86,8/11/2022,Market,BROOKLYN,1,0
CND,52 3RD AVE 1A,11217,600000,100,,,0,11/4/2022,Market,BROOKLYN,1,0
CND,52 3RD AVE 2C,11217,1090000,25,817500,,70,1/14/2022,Market,BROOKLYN,0,0
CND,52 3RD AVE 4C,11217,1225000,25,918750,,72,8/16/2022,Market,BROOKLYN,0,0
CND,465 PACIFIC ST 3B,11217,1550000,100,,,0,5/13/2022,Market,BROOKLYN,0,0
CND,465 PACIFIC ST 3A,11217,1900000,79,400000,,20,1/4/2022,Market,BROOKLYN,1,0
CND,465 PACIFIC ST 401,11217,1625000,25,,,0,2/10/2022,Market,BROOKLYN,1,0
CND,509 PACIFIC ST 4I,11217,1200000,15,1020000,,81,7/29/2022,Market,BROOKLYN,0,0
CND,509 PACIFIC ST 4G,11217,1600000,20,1280000,,79,11/14/2022,Market,BROOKLYN,1,0
CND,509 PACIFIC ST 5D,11217,2125000,25,1593750,,71,5/9/2022,Market,BROOKLYN,0,0
CND,40 DEAN ST G2,11201,1845000,22,1445000,,74,1/12/2022,Market,BROOKLYN,1,0
CND,123 BOERUM PL 3C,11201,2380000,0,2380000,,102,12/30/2022,Market,BROOKLYN,1,0
CND,52 DEAN ST 1B,11201,1260000,100,475933,,31,1/18/2022,Market,BROOKLYN,1,0
CND,143 BERGEN ST 201,11217,1825000,100,,,0,7/20/2022,Market,BROOKLYN,0,0
SFR,232 DEAN ST,11217,8500000,100,,,0,8/24/2022,Market,BROOKLYN,0,0
CND,90 FURMAN ST N-202,11201,3100000,100,,,0,6/21/2022,Market,BROOKLYN,0,0
CND,90 FURMAN ST N-212,11201,4800000,30,3360000,,64,5/26/2022,Market,BROOKLYN,1,0
CND,90 FURMAN ST N-504,11201,3925000,100,,,0,2/22/2022,Market,BROOKLYN,1,0
CND,90 FURMAN ST N-518,11201,4400000,100,,,0,2/10/2022,Market,BROOKLYN,0,0
CND,90 FURMAN ST N-808,11201,3200000,100,,,0,5/12/2022,Market,BROOKLYN,1,0
CND,90 FURMAN ST N-816,11201,3995000,100,2796500,,76,8/22/2022,Market,BROOKLYN,0,0
CND,130 FURMAN ST S-102,11201,3375000,82,607000,,18,4/28/2022,Market,BROOKLYN,1,0
CND,130 FURMAN ST S-105,11201,4150000,100,,,0,7/20/2022,Market,BROOKLYN,1,0
CND,55 POPLAR ST 1A,11201,1480000,40,890000,,62,9/26/2022,Market,BROOKLYN,1,0
CND,55 POPLAR ST 1K,11201,1175000,21,925000,,78,5/9/2022,Market,BROOKLYN,1,0
SFR,212 COLUMBIA HTS,11201,16750000,40,10050000,,121,12/28/2022,Market,BROOKLYN,0,0
SFR,15 WILLOW ST 4,11201,8250000,100,,,0,11/18/2022,Market,BROOKLYN,0,0
SFR,31 MIDDAGH ST,11201,3615000,35,2345000,,60,6/16/2022,Market,BROOKLYN,0,0
CND,20 HENRY ST 2D-S,11201,2900000,100,200000,,6,6/30/2022,Market,BROOKLYN,0,0
CND,20 HENRY ST 3C-S,11201,1900000,100,,,0,6/30/2022,Market,BROOKLYN,1,0
CND,72 POPLAR ST 4B,11201,4200000,30,2940000,,71,3/11/2022,Market,BROOKLYN,0,0
CND,72 POPLAR ST PH,11201,4600000,77,1060905,,29,12/27/2022,Market,BROOKLYN,0,0
SFR,72 MIDDAGH ST,11201,6750000,35,4387500,,59,4/28/2022,Market,BROOKLYN,0,0
SFR,67 CRANBERRY ST,11201,7150000,100,,,0,4/19/2022,Market,BROOKLYN,0,0
SFR,32 COLLEGE PL,11201,6450000,27,4725000,,79,4/29/2022,Market,BROOKLYN,1,0
CND,360 FURMAN ST 211,11201,3400000,100,,,0,7/12/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 304,11201,2350000,20,1880000,,78,5/17/2022,Market,BROOKLYN,1,0
CND,360 FURMAN ST 404,11201,2100000,20,1680000,,83,7/18/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 535,11201,1225000,20,980000,,77,7/11/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 607,11201,2200000,100,,,0,2/7/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 609,11201,960000,20,768000,,74,1/19/2022,Market,BROOKLYN,1,0
CND,360 FURMAN ST 614,11201,960000,30,672000,,64,2/4/2022,Market,BROOKLYN,1,0
CND,360 FURMAN ST 633,11201,2325000,57,1000000,,43,7/18/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 639,11201,1900000,100,800000,,41,4/20/2022,Market,BROOKLYN,1,0
CND,360 FURMAN ST 644,11201,1350000,20,1080000,,71,6/23/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 801,11201,1263000,100,937500,,70,3/16/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 739,11201,2050000,20,1640000,,80,12/5/2022,Market,BROOKLYN,1,0
CND,360 FURMAN ST 826,11201,615000,61,238879,,36,3/30/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 824,11201,1300000,70,395585,,23,4/11/2022,Market,BROOKLYN,1,0
CND,360 FURMAN ST 836,11201,3650000,100,,,0,10/6/2022,Market,BROOKLYN,1,0
CND,360 FURMAN ST 840,11201,2450000,100,,,0,4/25/2022,Market,BROOKLYN,1,0
CND,360 FURMAN ST 845,11201,1035500,70,307081,,30,5/13/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 844,11201,1500000,30,1050000,,68,6/16/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 911,11201,1200000,20,960000,,77,5/12/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 915,11201,1175000,20,940000,,74,5/4/2022,Market,BROOKLYN,1,0
CND,360 FURMAN ST 1007,11201,2250000,59,920000,,41,8/10/2022,Market,BROOKLYN,0,0
CND,360 FURMAN ST 1024,11201,4995000,100,1000000,,2313,1/14/2022,Market,BROOKLYN,1,0
CND,360 FURMAN ST 1122,11201,650000,100,,,0,9/14/2022,Market,BROOKLYN,0,0
SFR,19 GRACE COURT ALY,11201,3775000,100,,,0,7/13/2022,Market,BROOKLYN,0,0
CND,140 REMSEN ST 3,11201,1750000,100,,,0,10/5/2022,Market,BROOKLYN,0,0
CND,322 HICKS ST 3,11201,2505000,32,1705150,,65,2/14/2022,Market,BROOKLYN,0,0
SFR,60 JORALEMON ST,11201,6500000,71,1872882,,26,7/1/2022,Market,BROOKLYN,0,0
CND,60 COURT ST 4J,11201,490000,25,367500,,76,5/12/2022,Market,BROOKLYN,0,0
CND,56 COURT ST 6B,11201,905000,20,724000,,64,9/28/2022,Market,BROOKLYN,1,0
CND,56 COURT ST 7A,11201,1300000,10,1169870,,82,7/1/2022,Market,BROOKLYN,1,0
SFR,29 SCHERMERHORN ST,11201,4997000,25,3747750,,59,1/7/2022,Market,BROOKLYN,0,0
CND,110 LIVINGSTON ST 3H,11201,1795000,20,1436000,,73,2/11/2022,Market,BROOKLYN,0,0
CND,110 LIVINGSTON ST 3O,11201,1100000,25,825000,,70,9/28/2022,Market,BROOKLYN,0,0
CND,110 LIVINGSTON ST 6P,11201,805000,100,,,0,9/23/2022,Market,BROOKLYN,1,0
CND,110 LIVINGSTON ST 6Q,11201,967500,30,677250,,69,9/15/2022,Market,BROOKLYN,1,0
CND,110 LIVINGSTON ST 9F,11201,880000,20,704000,,76,5/10/2022,Market,BROOKLYN,0,0
CND,110 LIVINGSTON ST 9H,11201,770000,45,420000,,52,8/17/2022,Market,BROOKLYN,1,0
CND,110 LIVINGSTON ST 10B,11201,1468000,20,1174400,,74,11/1/2022,Market,BROOKLYN,1,0
CND,110 LIVINGSTON ST 12Q,11201,935000,100,,,0,11/2/2022,Market,BROOKLYN,1,0
SFR,141 STATE ST,11201,8000000,50,4000000,,49,2/11/2022,Market,BROOKLYN,1,0
CND,199 STATE ST 5C,11201,1485000,21,1176000,,73,2/3/2022,Market,BROOKLYN,1,0
CND,199 STATE ST 7A,11201,720000,20,576000,,75,4/21/2022,Market,BROOKLYN,0,0
CND,199 STATE ST 7B,11201,1565000,20,1252000,,78,8/9/2022,Market,BROOKLYN,1,0
CND,304 HENRY ST 2A,11201,1025000,15,868000,,86,8/23/2022,Market,BROOKLYN,0,0
SFR,126 STATE ST,11201,9225000,31,6400000,,65,2/17/2022,Market,BROOKLYN,1,0
CND,151 ATLANTIC AVE 2A,11201,2300000,100,,,0,12/2/2022,Market,BROOKLYN,0,0
CND,233 PACIFIC ST 4B,11201,2150000,49,1100085,,45,2/7/2022,Market,BROOKLYN,0,0
CND,233 PACIFIC ST 2H,11201,2038000,20,1630400,,87,10/27/2022,Market,BROOKLYN,1,0
CND,25 BERGEN ST 2B,11201,1738000,21,1376000,,82,11/7/2022,Market,BROOKLYN,1,0
CND,173 AMITY ST 2E,11201,8220625,100,492477,,21,6/2/2022,Market,BROOKLYN,1,0
CND,173 AMITY ST 3W,11201,3160000,37,2000000,500000,80,7/5/2022,Market,BROOKLYN,1,0
CND,173 AMITY ST 4W,11201,2910000,21,2308243,,82,6/10/2022,Market,BROOKLYN,0,0
SFR,169 CONGRESS ST 9,11201,10800000,100,7560000,,93,6/29/2022,Market,BROOKLYN,0,0
CND,122 AMITY ST 4,11201,1300000,63,481528,,35,2/10/2022,Market,BROOKLYN,1,0
CND,100 CONGRESS ST 401,11201,1149000,100,,,0,9/20/2022,Market,BROOKLYN,0,0
CND,100 CONGRESS ST 406,11201,1550000,100,674364,,39,2/23/2022,Market,BROOKLYN,1,0
CND,100 CONGRESS ST 501,11201,1395000,20,1116000,,82,8/24/2022,Market,BROOKLYN,0,0
CND,100 CONGRESS ST 504,11201,675000,100,,,0,11/22/2022,Market,BROOKLYN,0,0
CND,401 HICKS ST B-1G,11201,1890000,50,945000,,47,6/3/2022,Market,BROOKLYN,0,0
CND,401 HICKS ST B-1E,11201,2100000,100,1059090,,49,9/13/2022,Market,BROOKLYN,0,0
CND,401 HICKS ST B-3D,11201,2677081,26,1968750,,93,1/13/2022,Market,BROOKLYN,1,0
CND,401 HICKS ST B-6C,11201,2000000,30,1400000,,79,8/5/2022,Market,BROOKLYN,1,0
CND,101 WARREN ST A-1D,11201,2200000,15,1870000,100000,82,9/14/2022,Market,BROOKLYN,0,0
CND,101 WARREN ST A-3I,11201,1575000,84,247944,,16,10/6/2022,Market,BROOKLYN,0,0
SFR,23 WARREN PL,11201,1900000,22,1480000,,70,1/25/2022,Market,BROOKLYN,1,0
CND,417 HICKS ST 4C,11201,485000,100,,,0,7/11/2022,Market,BROOKLYN,0,0
CND,417 HICKS ST 5B,11201,380000,21,300000,,67,1/14/2022,Market,BROOKLYN,0,0
CND,417 HICKS ST 6B,11201,375000,100,,,0,1/3/2022,Market,BROOKLYN,0,0
CND,423 HICKS ST 1F,11201,774634,12,679424,,83,1/12/2022,Market,BROOKLYN,1,0
CND,423 HICKS ST 3E,11201,72000,100,,,0,11/10/2022,Short Sale,BROOKLYN,0,0
CND,129 BALTIC ST 1A,11201,695000,100,,,0,5/9/2022,Market,BROOKLYN,0,0
CND,140 WARREN ST 4C,11201,1056000,69,325000,,31,9/21/2022,Market,BROOKLYN,0,0
CND,439 HICKS ST 4A,11201,455000,100,,,0,8/11/2022,Market,BROOKLYN,0,0
CND,439 HICKS ST 5D,11201,430091,33,287519,,64,4/11/2022,Market,BROOKLYN,1,0
CND,443 HICKS ST 4E,11201,472500,100,,,0,6/16/2022,Market,BROOKLYN,0,0
CND,134 BALTIC ST 1A,11201,690000,29,490000,,61,8/15/2022,Market,BROOKLYN,1,0
CND,443 HICKS ST 6G,11201,395000,20,316000,,72,1/13/2022,Market,BROOKLYN,0,0
CND,42 TIFFANY PL 1C,11231,1525000,59,625000,,37,8/1/2022,Market,BROOKLYN,0,0
CND,42 TIFFANY PL 2B,11231,1615000,27,1172000,,74,8/24/2022,Market,BROOKLYN,0,0
CND,60 TIFFANY PL 4F,11231,980000,20,784000,,77,2/15/2022,Market,BROOKLYN,0,0
CND,1 TIFFANY PL 2A,11231,870000,20,696000,,79,8/16/2022,Market,BROOKLYN,1,0
CND,1 TIFFANY PL 3C,11231,975000,100,520930,,50,8/2/2022,Market,BROOKLYN,0,0
CND,29 TIFFANY PL 1G,11231,1470000,79,313964,,19,4/11/2022,Market,BROOKLYN,0,0
CND,473 HICKS ST 3,11231,1540000,100,,,0,7/12/2022,Market,BROOKLYN,0,0
CND,473 HICKS ST 1B,11231,1299000,10,1000000,168000,102,8/25/2022,Market,BROOKLYN,0,0
CND,24 STRONG PL 5,11231,1425000,20,1140000,,80,8/9/2022,Market,BROOKLYN,0,0
CND,215 DEGRAW ST 1A,11231,2495000,91,225750,,9,11/10/2022,Market,BROOKLYN,1,0
CND,24 STRONG PL 1,11231,2050000,30,1435000,,70,11/28/2022,Market,BROOKLYN,1,0
SFR,65 STRONG PL,11231,3950000,47,2100000,,45,4/27/2022,Market,BROOKLYN,0,0
CND,37 TOMPKINS PL 4,11231,2615000,86,370105,,12,3/15/2022,Market,BROOKLYN,0,0
CND,33 TOMPKINS PL 3,11231,1701000,28,1230000,,67,1/28/2022,Market,BROOKLYN,1,0
CND,145 SACKETT ST 6A,11231,1850000,20,1480000,,39,2/17/2022,Market,BROOKLYN,1,0
CND,192 DEGRAW ST 3B,11231,1500000,100,,,0,8/18/2022,Market,BROOKLYN,0,0
CND,192 DEGRAW ST 5J,11231,3733500,89,420086,,31,10/31/2022,Market,BROOKLYN,0,0
CND,361 CLINTON ST 3D,11231,1652500,30,1152500,,62,1/19/2022,Market,BROOKLYN,1,0
CND,156 SACKETT ST 5C,11231,907000,100,,,0,10/17/2022,Market,BROOKLYN,1,0
CND,291 UNION ST M3,11231,4300000,100,,,0,1/5/2022,Market,BROOKLYN,0,0
CND,291 UNION ST 5C,11231,3350000,100,,,0,12/28/2022,Market,BROOKLYN,0,0
CND,291 UNION ST 6E,11231,4189500,40,2500000,,62,6/28/2022,Market,BROOKLYN,0,0
CND,67 PRESIDENT ST 19A2,11231,850000,47,450000,,46,4/15/2022,Market,BROOKLYN,0,0
SFR,185 PRESIDENT ST,11231,5320000,20,4256000,,85,10/13/2022,Market,BROOKLYN,0,0
CND,360 COURT ST 14,11231,1100000,20,880000,,78,11/30/2022,Market,BROOKLYN,1,0
CND,360 COURT ST 19,11231,980000,51,480000,,47,4/6/2022,Market,BROOKLYN,1,0
CND,360 COURT ST 38,11231,999000,30,699300,,70,10/28/2022,Market,BROOKLYN,1,0
