Type,Address,ZIP,Purchase Amt,Purchase Down %,1st Amount,2nd Amount,CLTV %,Purchase Date,Purchase Type,City,Owner Occ?,Listed for Sale?
CND,1 MAIN ST 5D,11201,3700000,20,2960000,,81,6/22/2022,Market,BROOKLYN,0,0
CND,1 MAIN ST 5A,11201,2700000,100,,,0,2/17/2015,Market,BROOKLYN,1,0
CND,1 MAIN ST 5E,11201,2150000,20,1720000,,70,9/11/2018,Market,BROOKLYN,0,0
CND,1 MAIN ST 5H,11201,2500000,20,2000000,,52,2/18/2015,Market,BROOKLYN,1,0
CND,1 MAIN ST 6F,11201,1655000,71,478540,,30,7/25/2022,Market,BROOKLYN,0,0
CND,1 MAIN ST 7D,11201,3700000,100,,,0,11/21/2023,Market,BROOKLYN,0,0
CND,1 MAIN ST 6H,11201,3950000,49,2000000,,35,8/2/2023,Market,BROOKLYN,0,0
CND,1 MAIN ST 8K,11201,2150000,30,1500000,,71,2/17/2023,Market,BROOKLYN,0,0
CND,1 MAIN ST 9C,11201,1340000,100,,,0,4/12/2013,Market,BROOKLYN,0,0
CND,1 MAIN ST 9D,11201,3500000,34,2310000,,48,9/18/2014,Market,BROOKLYN,1,0
CND,1 MAIN ST 9H,11201,2550000,50,1275000,8218,30,12/4/2013,Market,BROOKLYN,1,0
CND,1 MAIN ST 9J,11201,2899999,25,2174000,,61,5/16/2016,Market,BROOKLYN,1,0
CND,1 MAIN ST 10C,11201,1790000,100,,,0,1/31/2023,Market,BROOKLYN,1,0
CND,1 MAIN ST 9L,11201,2750000,30,1925000,,76,7/18/2022,Market,BROOKLYN,0,0
CND,1 MAIN ST 11F,11201,1675000,36,1075000,,65,4/26/2022,Market,BROOKLYN,1,0
CND,1 MAIN ST 12G,11201,1575000,100,,,0,3/6/2015,Market,BROOKLYN,0,0
CND,31 WASHINGTON ST 3,11201,250000,100,1750000,,85,8/31/2022,Market,BROOKLYN,0,0
CND,31 WASHINGTON ST 15,11201,4600000,100,3450000,,70,2/18/2022,Market,BROOKLYN,0,0
CND,133 WATER ST 4A,11201,1250000,20,1000000,,69,10/14/2021,Market,BROOKLYN,0,0
CND,133 WATER ST 2D,11201,880000,100,183905,,17,6/29/2020,Market,BROOKLYN,0,0
CND,133 WATER ST 4B,11201,1175000,100,,,0,2/17/2016,Market,BROOKLYN,0,0
CND,133 WATER ST 5A,11201,1389000,20,1111200,12887,35,12/20/2018,Market,BROOKLYN,1,0
CND,133 WATER ST 5E,11201,980000,20,784000,,62,9/25/2018,Market,BROOKLYN,1,0
CND,133 WATER ST 4E,11201,1065000,20,852000,,75,1/19/2023,Market,BROOKLYN,1,0
CND,133 WATER ST 6D,11201,1365000,95,66837,,4,6/17/2022,Market,BROOKLYN,0,0
CND,133 WATER ST 7A,11201,1355000,100,317000,,21,6/15/2016,Market,BROOKLYN,0,0
CND,133 WATER ST 6A,11201,1290000,20,1032000,,70,10/7/2022,Market,BROOKLYN,0,0
CND,133 WATER ST 10C,11201,1480000,62,417634,148000,31,11/8/2021,Market,BROOKLYN,0,0
CND,133 WATER ST 10A,11201,905000,10,814500,,80,10/27/2021,Market,BROOKLYN,0,0
CND,133 WATER ST 12A,11201,1415000,25,1061250,,56,5/25/2016,Market,BROOKLYN,0,0
CND,133 WATER ST 12C,11201,1100000,20,880000,,65,5/14/2021,Market,BROOKLYN,0,0
SFR,169 WATER ST,11201,4450000,51,,,0,8/24/2021,Market,BROOKLYN,0,0
CND,50 BRIDGE ST 412,11201,1350000,26,999000,,76,9/28/2022,Market,BROOKLYN,0,0
CND,50 BRIDGE ST 409,11201,1450000,20,1160000,,77,3/9/2023,Market,BROOKLYN,0,0
CND,50 BRIDGE ST 407,11201,1035000,47,548250,,45,8/24/2021,Market,BROOKLYN,1,0
CND,50 BRIDGE ST 418,11201,1235000,25,926250,,62,11/30/2020,Market,BROOKLYN,0,0
CND,50 BRIDGE ST 419,11201,1295000,30,906500,,63,12/6/2022,Market,BROOKLYN,1,0
CND,50 BRIDGE ST 508,11201,1250000,34,822375,160000,67,7/1/2021,Market,BROOKLYN,0,0
CND,50 BRIDGE ST 513,11201,1290000,40,774000,,52,12/9/2021,Market,BROOKLYN,1,0
CND,50 BRIDGE ST 515,11201,1100000,34,726525,,58,2/11/2020,Market,BROOKLYN,1,0
CND,50 BRIDGE ST 519,11201,1215000,100,,,0,1/17/2018,Market,BROOKLYN,0,0
CND,50 BRIDGE ST 520,11201,1200000,20,960000,,56,2/19/2016,Market,BROOKLYN,1,0
CND,50 BRIDGE ST 610,11201,2055040,100,,,0,3/23/2023,Market,BROOKLYN,0,0
CND,50 BRIDGE ST 618,11201,2075000,20,1660000,,60,2/18/2016,Market,BROOKLYN,1,0
CND,205 WATER ST 2C,11201,1795000,31,1130000,100000,18,6/20/2016,Market,BROOKLYN,0,0
CND,205 WATER ST 2A,11201,1476812,100,,,0,7/30/2020,Market,BROOKLYN,0,0
CND,205 WATER ST 2K,11201,2267500,20,1810000,,32,6/16/2016,Market,BROOKLYN,0,0
CND,205 WATER ST 2L,11201,2145000,40,1287000,,57,10/5/2020,Market,BROOKLYN,0,0
CND,205 WATER ST 3C,11201,2125000,47,1132891,,54,8/25/2022,Market,BROOKLYN,0,0
CND,205 WATER ST 3G,11201,1555000,20,1244000,,37,6/24/2021,Market,BROOKLYN,1,0
CND,205 WATER ST 4A,11201,1175000,100,,,0,8/3/2015,Market,BROOKLYN,0,0
CND,205 WATER ST 4C,11201,1800000,20,1440000,,23,3/23/2021,Market,BROOKLYN,0,0
CND,205 WATER ST 4F,11201,1050000,22,822300,,74,5/12/2021,Market,BROOKLYN,0,0
CND,205 WATER ST 5B,11201,1730000,20,1384000,,80,1/4/2023,Market,BROOKLYN,0,0
CND,205 WATER ST 5H,11201,1485000,10,1336500,,75,1/20/2021,Market,BROOKLYN,0,0
CND,205 WATER ST 6L,11201,725000,20,580000,,71,5/4/2021,Market,BROOKLYN,0,0
CND,205 WATER ST 7E,11201,2175000,40,1300000,,52,7/31/2017,Market,BROOKLYN,1,0
CND,205 WATER ST 7H,11201,2400000,23,1840000,,65,9/28/2015,Market,BROOKLYN,1,0
CND,205 WATER ST 7N,11201,1230000,100,,,0,5/24/2023,Market,BROOKLYN,0,0
CND,51 JAY ST 2A,11201,2250000,90,223545,,10,11/1/2023,Market,BROOKLYN,0,0
CND,51 JAY ST 4D,11201,1995000,100,,,0,6/21/2021,Market,BROOKLYN,0,0
CND,51 JAY ST 3N,11201,1265000,100,,,0,2/23/2022,Market,BROOKLYN,0,0
CND,51 JAY ST 4J,11201,2610000,100,,,0,9/28/2021,Market,BROOKLYN,1,0
CND,51 JAY ST 4M,11201,1950000,100,,,0,6/12/2023,Market,BROOKLYN,1,0
CND,51 JAY ST 5E,11201,1900000,100,,,0,5/7/2021,Market,BROOKLYN,0,0
CND,51 JAY ST 5H,11201,1040000,34,690000,,67,6/17/2022,Market,BROOKLYN,0,0
CND,51 JAY ST PHE,11201,5500887,100,,,0,11/4/2021,Market,BROOKLYN,0,0
CND,37 BRIDGE ST 1D,11201,1155000,100,,,0,7/6/2023,Market,BROOKLYN,0,0
CND,37 BRIDGE ST 1C,11201,1225800,100,,,0,3/20/2023,Market,BROOKLYN,0,0
CND,37 BRIDGE ST 1F,11201,1795000,35,,,0,10/21/2014,Market,BROOKLYN,0,0
CND,37 BRIDGE ST 1G,11201,1675000,19,1360000,,69,5/3/2021,Market,BROOKLYN,0,0
CND,37 BRIDGE ST 2D,11201,1100000,20,880000,,76,7/6/2022,Market,BROOKLYN,1,0
CND,37 BRIDGE ST 3D,11201,1115000,30,780500,,69,8/23/2023,Market,BROOKLYN,0,0
CND,37 BRIDGE ST 4G,11201,1800000,60,727000,,42,6/15/2023,Market,BROOKLYN,1,0
CND,37 BRIDGE ST 4E,11201,1395000,100,,,0,10/18/2022,Market,BROOKLYN,1,0
CND,37 BRIDGE ST 5D,11201,1182155,30,822375,,62,4/20/2021,Market,BROOKLYN,0,0
CND,37 BRIDGE ST 6F,11201,1340000,20,1072000,,79,9/26/2023,Market,BROOKLYN,1,0
CND,37 BRIDGE ST PHE,11201,2060000,20,1648000,,75,7/13/2021,Market,BROOKLYN,0,0
CND,47 BRIDGE ST 2A,11201,965000,100,,,0,4/11/2022,Market,BROOKLYN,0,0
CND,47 BRIDGE ST TH-C,11201,1525000,10,1370975,,72,5/1/2023,Market,BROOKLYN,0,0
CND,47 BRIDGE ST 3B,11201,1460000,61,565300,,39,8/11/2023,Market,BROOKLYN,0,0
CND,47 BRIDGE ST 2D,11201,1400000,100,,,0,9/19/2023,Market,BROOKLYN,1,0
CND,47 BRIDGE ST 3D,11201,1475000,60,594949,,37,7/14/2021,Market,BROOKLYN,1,0
CND,47 BRIDGE ST 4A,11201,1070000,20,856000,,78,11/4/2021,Market,BROOKLYN,1,0
CND,47 BRIDGE ST 5D,11201,1575000,75,388596,,25,11/30/2022,Market,BROOKLYN,0,0
CND,4 WATER ST 2D,11201,1925000,48,995000,,51,12/19/2018,Market,BROOKLYN,0,0
CND,4 WATER ST 3C,11201,2250000,25,1687500,,75,7/19/2022,Market,BROOKLYN,0,0
CND,4 WATER ST 4A,11201,2500000,100,,,0,2/27/2015,Market,BROOKLYN,1,0
CND,30 MAIN ST 2B,11201,2850000,100,,,0,11/3/2023,Market,BROOKLYN,0,0
CND,30 MAIN ST 2D,11201,2400000,100,,,0,11/2/2022,Market,BROOKLYN,0,0
CND,30 MAIN ST 3E,11201,1400000,20,1120000,,70,10/12/2021,Market,BROOKLYN,0,0
CND,30 MAIN ST 3A,11201,1975000,20,1580000,,77,5/11/2022,Market,BROOKLYN,0,0
CND,30 MAIN ST 3G,11201,2510000,25,1882500,,69,2/21/2023,Market,BROOKLYN,0,0
CND,30 MAIN ST 3H,11201,1570000,16,1318800,,84,9/11/2023,Market,BROOKLYN,0,0
CND,30 MAIN ST 5B,11201,2790000,100,1953000,,60,2/1/2018,Market,BROOKLYN,0,0
CND,30 MAIN ST 5H,11201,1662500,100,,,0,6/20/2023,Market,BROOKLYN,0,0
CND,30 MAIN ST 6B,11201,2950000,20,2360000,,77,3/18/2022,Market,BROOKLYN,1,0
CND,30 MAIN ST 8B,11201,3050000,100,750000,,24,8/18/2021,Market,BROOKLYN,1,0
CND,30 MAIN ST 8H,11201,1620000,81,300000,202796,26,8/3/2018,Market,BROOKLYN,1,0
CND,30 MAIN ST 9C,11201,2400000,10,2159760,,90,8/31/2022,Market,BROOKLYN,1,0
CND,30 MAIN ST 9F,11201,3350000,30,2350000,,68,3/17/2022,Market,BROOKLYN,1,0
CND,30 MAIN ST 9H,11201,1750000,40,1050000,,57,12/20/2021,Market,BROOKLYN,0,0
CND,30 MAIN ST 11B,11201,5250000,30,3675000,,36,9/22/2023,Market,BROOKLYN,1,0
CND,30 MAIN ST 11E,11201,1400000,25,1050000,,50,1/3/2015,Market,BROOKLYN,1,0
CND,30 MAIN ST 11G,11201,3950000,100,,,0,2/16/2022,Market,BROOKLYN,0,0
CND,30 MAIN ST 11F,11201,3350000,30,2350000,,66,2/3/2022,Market Flip,BROOKLYN,0,0
CND,30 MAIN ST PHD,11201,1780000,97,60000,,3,10/13/2022,Market,BROOKLYN,0,0
CND,42 MAIN ST 2B-B,11201,1450000,82,258945,,16,12/21/2017,Market,BROOKLYN,0,0
CND,42 MAIN ST 5B-B,11201,1485000,15,1262250,,81,3/9/2021,Market,BROOKLYN,0,0
CND,57 FRONT ST 202,11201,730000,25,548000,,51,8/4/2015,Market,BROOKLYN,1,0
CND,57 FRONT ST 301,11201,1125000,100,253748,,22,2/10/2022,Market,BROOKLYN,0,0
CND,57 FRONT ST 302,11201,740000,35,,,0,2/6/2020,Market,BROOKLYN,1,0
CND,57 FRONT ST 305,11201,1050000,20,840000,,51,2/15/2018,Market,BROOKLYN,1,0
CND,57 FRONT ST 405,11201,985000,10,886500,,64,6/29/2021,Market,BROOKLYN,1,0
CND,57 FRONT ST 504,11201,1197500,20,958000,19458,53,5/21/2015,Market,BROOKLYN,1,0
CND,57 FRONT ST 703,11201,1525000,20,1220000,,80,6/15/2021,Market,BROOKLYN,0,0
CND,192 WATER ST 1E,11201,2693000,10,2423430,,67,8/26/2022,Market,BROOKLYN,0,0
CND,200 WATER ST GA,11201,3650000,10,3284635,,91,7/18/2022,Market,BROOKLYN,0,0
CND,200 WATER ST GB,11201,3625000,80,730000,,19,8/28/2023,Market,BROOKLYN,0,0
CND,200 WATER ST 4C,11201,3350000,28,2400000,,73,8/16/2022,Market,BROOKLYN,0,0
SFR,69 GOLD ST,11201,3350000,100,1850000,,34,4/21/2015,Market,BROOKLYN,0,0
CND,85 HUDSON AVE 2A,11201,650000,20,520000,2031,40,11/26/2013,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 2F,11201,900000,20,720000,,76,9/23/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 2I,11201,2650000,30,1855000,,54,2/15/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 2B,11201,1625000,37,1025000,,63,6/28/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 2O,11201,2425000,20,1940000,,79,11/17/2021,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 2M,11201,2760000,59,1133570,,37,8/3/2021,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 2R,11201,2422100,20,1937680,,69,4/22/2016,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 2Q,11201,925000,32,625000,23065,57,3/24/2016,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 2U,11201,1460000,30,1022000,,69,3/31/2023,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 2N,11201,2049000,100,,,0,1/31/2018,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 3D,11201,2020000,94,120680,,6,8/23/2023,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 3R,11201,2150000,76,517006,,22,5/5/2021,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 4C,11201,1500000,100,611500,,38,3/1/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 4F,11201,875000,100,,,0,5/23/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 4B,11201,1300000,20,1040000,,64,6/3/2021,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 4D,11201,2125000,55,950000,8000,33,5/26/2015,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 4M,11201,1400000,10,1260000,,66,3/2/2021,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 4Q,11201,920000,100,535000,,46,8/31/2015,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 4J,11201,1150000,100,,,1,5/16/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 5D,11201,2100000,100,,,0,10/20/2023,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 5B,11201,1375000,91,124548,,8,3/14/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 5K,11201,1825000,25,1368750,,59,6/13/2016,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 5J,11201,1225000,10,1102000,,83,11/9/2021,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 5O,11201,2300000,25,1725000,,70,7/1/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 6A,11201,1800000,100,,,0,4/4/2023,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 6D,11201,2015000,76,488000,18616,18,3/5/2015,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 6C,11201,1660000,25,1245000,,76,7/25/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 6K,11201,1770000,100,,,0,9/8/2021,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 6M,11201,1650000,99,20985,,1,9/29/2021,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 6R,11201,2300000,20,1840000,,75,9/20/2021,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 6U,11201,1180000,100,800000,6369,41,3/28/2013,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 6Q,11201,825000,,,,0,7/1/2022,NonMarket-Family,BROOKLYN,0,0
CND,70 WASHINGTON ST 6P,11201,985000,100,591000,,48,7/1/2016,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 7B,11201,1475000,20,1180000,,79,11/21/2023,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 7A,11201,1685000,61,657621,,39,8/22/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 7G,11201,2400000,20,1920000,29790,65,7/22/2015,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 7F,11201,985000,25,738750,,74,7/6/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 7N,11201,1104801,21,735000,,39,4/21/2006,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 7L,11201,1800000,20,1440000,,75,6/29/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 7T,11201,1115000,20,892000,,73,2/7/2022,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 7V,11201,1940000,40,1164000,,62,12/19/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 8C,11201,1650000,68,1320000,,76,8/6/2018,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 8G,11201,2350000,34,1550000,,56,2/14/2020,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 8I,11201,1797000,25,1347000,,70,9/19/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 8L,11201,1600000,41,950000,,38,11/1/2014,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 8O,11201,2450000,20,1960000,,68,8/17/2016,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 8V,11201,1830000,100,,,0,7/14/2020,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 9F,11201,890000,20,712000,,71,7/7/2021,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 9B,11201,1450000,64,520000,,28,1/31/2017,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 9I,11201,1660000,100,,,0,9/18/2015,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 9E,11201,984000,10,787200,98400,74,10/6/2017,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 9J,11201,1600000,100,,,0,1/5/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 10A,11201,1600000,31,1100000,,61,7/29/2021,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 10B,11201,1200000,20,960000,,45,5/6/2013,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 10H,11201,1705000,100,725918,13627,36,1/5/2018,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 10I,11201,1775000,20,1420000,,71,8/5/2021,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 10O,11201,2330000,43,1328100,,51,6/30/2021,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 10Q,11201,995000,100,,,0,6/29/2015,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 10L,11201,1850000,20,1480000,,75,8/29/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 11I,11201,1780000,100,,,0,12/16/2021,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 11L,11201,1885000,20,1508000,,62,8/11/2016,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 11G,11201,3750000,100,,,0,12/15/2021,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 11J,11201,1210000,100,,,0,9/13/2017,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 11R,11201,2650000,26,1960000,15000,67,1/29/2016,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 11O,11201,2650000,100,,,0,9/1/2022,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 12H,11201,1680000,100,,,0,7/12/2016,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 12Q,11201,1030000,52,,,0,9/8/2016,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST 12N,11201,1695000,59,700000,,30,1/14/2015,Market,BROOKLYN,1,0
CND,70 WASHINGTON ST 12P,11201,384725,45,210852,,19,12/7/2021,Short Sale,BROOKLYN,0,0
CND,70 WASHINGTON ST PHG,11201,2427000,30,1698900,,65,11/24/2021,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST PHC,11201,1550000,92,124000,,8,11/16/2021,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST PHD,11201,1823500,100,,,0,10/29/2020,Market,BROOKLYN,0,0
CND,70 WASHINGTON ST PHJ,11201,2050000,20,1640000,,79,11/22/2021,Market,BROOKLYN,0,0
CND,84 FRONT ST 2A,11201,955000,100,,,0,11/21/2023,Market,BROOKLYN,0,0
CND,84 FRONT ST 2C,11201,1300000,20,1040000,118000,78,7/26/2018,Market,BROOKLYN,1,0
CND,84 FRONT ST 2B,11201,1430000,100,647377,,43,2/8/2021,Market,BROOKLYN,1,0
CND,84 FRONT ST 3A,11201,999000,30,699000,,71,6/16/2022,Market,BROOKLYN,1,0
CND,84 FRONT ST 3D,11201,889000,46,481000,,45,10/14/2016,Market,BROOKLYN,1,0
CND,84 FRONT ST 3F,11201,1350000,20,1080000,4531,64,7/21/2016,Market,BROOKLYN,1,0
CND,84 FRONT ST 4E,11201,1315000,30,915000,,71,4/19/2022,Market,BROOKLYN,0,0
CND,84 FRONT ST 4B,11201,1170000,20,936000,,65,11/23/2021,Market,BROOKLYN,0,0
CND,84 FRONT ST 5E,11201,1207500,13,1046750,,69,2/12/2019,Market,BROOKLYN,0,0
CND,84 FRONT ST 6D,11201,845000,13,735000,,76,2/4/2021,Market,BROOKLYN,0,0
CND,84 FRONT ST 6C,11201,1315000,20,1052000,,64,3/18/2016,Market,BROOKLYN,0,0
CND,84 FRONT ST 6F,11201,1400111,100,,,0,9/2/2015,Market,BROOKLYN,1,0
CND,84 FRONT ST 9C,11201,999000,20,799200,,39,4/22/2013,Market,BROOKLYN,1,0
CND,84 FRONT ST 9D,11201,1275000,20,1020000,,65,9/2/2015,Market,BROOKLYN,0,0
CND,84 FRONT ST 11C,11201,1555000,25,1166250,22451,20,3/13/2015,Market,BROOKLYN,1,0
CND,85 ADAMS ST 2D,11201,1302000,20,1041600,,68,8/10/2021,Market,BROOKLYN,0,0
CND,85 ADAMS ST 4B,11201,890000,25,667500,,67,9/1/2022,Market,BROOKLYN,0,0
CND,85 ADAMS ST 3D,11201,1475000,100,,,0,8/8/2022,Market,BROOKLYN,0,0
CND,85 ADAMS ST 4D,11201,1275000,40,,,0,12/29/2016,Market,BROOKLYN,1,0
CND,85 ADAMS ST 5D,11201,1290000,23,990000,12721,58,11/1/2016,Market,BROOKLYN,0,0
CND,85 ADAMS ST 5C,11201,975000,100,,,0,9/18/2023,Market,BROOKLYN,0,0
CND,85 ADAMS ST 6B,11201,775000,100,,,0,10/4/2013,Market,BROOKLYN,1,0
CND,85 ADAMS ST 8D,11201,1390000,20,,,0,4/12/2016,Market,BROOKLYN,1,0
CND,85 ADAMS ST 8C,11201,825000,100,,,0,1/9/2015,Market,BROOKLYN,0,0
CND,85 ADAMS ST 8B,11201,825000,83,139999,,12,7/30/2015,Market,BROOKLYN,0,0
CND,85 ADAMS ST 10D,11201,1412500,100,,,0,7/1/2016,Market,BROOKLYN,1,0
CND,85 ADAMS ST 11D,11201,1365000,71,391200,,21,7/14/2015,Market,BROOKLYN,1,0
CND,85 ADAMS ST 12A,11201,1425000,20,1140000,,72,7/20/2021,Market,BROOKLYN,0,0
CND,85 ADAMS ST 13C,11201,999900,20,799920,,80,6/16/2022,Market,BROOKLYN,0,0
CND,85 ADAMS ST 12D,11201,1475000,29,1050000,,71,8/17/2022,Market,BROOKLYN,1,0
CND,85 ADAMS ST 15A,11201,1545000,100,,,0,8/19/2016,Market,BROOKLYN,0,0
CND,85 ADAMS ST 14B,11201,925000,54,425000,,38,3/29/2017,Market,BROOKLYN,0,0
CND,85 ADAMS ST 17D,11201,1549000,20,1239200,23109,76,8/27/2018,Market,BROOKLYN,1,0
CND,85 ADAMS ST 20B,11201,1090000,20,872000,,71,4/15/2021,Market,BROOKLYN,0,0
CND,85 ADAMS ST 19A,11201,1455000,100,,,0,7/7/2021,Market,BROOKLYN,0,0
CND,85 ADAMS ST 20C,11201,1600000,53,750000,,49,10/5/2021,Market,BROOKLYN,0,0
CND,85 ADAMS ST 23A,11201,2600000,25,1950000,35635,61,5/20/2016,Market,BROOKLYN,1,0
CND,100 JAY ST 4H,11201,995000,100,,,0,2/7/2022,Market,BROOKLYN,0,0
CND,100 JAY ST 5B,11201,880000,10,791912,6281,77,3/19/2020,Market,BROOKLYN,1,0
CND,100 JAY ST 4J,11201,679000,100,,,0,9/14/2016,Market,BROOKLYN,0,0
CND,100 JAY ST 5M,11201,840000,50,421867,,43,4/5/2022,Market,BROOKLYN,1,0
CND,100 JAY ST 6E,11201,800000,100,,,0,4/7/2015,Market,BROOKLYN,0,0
CND,100 JAY ST 6D,11201,750000,20,600000,,77,6/8/2022,Market,BROOKLYN,1,0
CND,100 JAY ST 6A,11201,1300000,65,456414,,28,2/3/2021,Market,BROOKLYN,0,0
CND,100 JAY ST 5K,11201,845000,10,760500,,79,8/16/2021,Market,BROOKLYN,1,0
CND,100 JAY ST 6L,11201,645000,100,,,0,8/6/2013,Market,BROOKLYN,0,0
CND,100 JAY ST 6H,11201,840000,61,329000,,34,11/23/2021,Market,BROOKLYN,0,0
